,UserId,Preferred_Category_Veg_Non_Veg,Lunch
101,101,Non-Vegeterian,"Chicken Tandoori, Chicken Tikka Dry, Murgh Tangdi Kabab, Mushroom Masala, Paneer Butter Masala, Paneer Tikka Masala, Butter Chicken, Chicken Chettinad, Barbeque Chicken with Breast, Chicken Pizza, Jeera Rice, Butter Roti, Butter Naan, Garlic Naan, Gulab Jamun, Virgin Mojito"
102,102,Non-Vegeterian,"Hara Bara Kabab, Seekh Kabab, Gobi Manchurian, Chicken Tandoori, Kadaai Paneer, Veg Kofta, Aloo Gobi Masala, Dal Tadka, Mughlai Chicken Handi, Mutton Kofte, Nihari Gosht, Hyderabadi Keema, Jeera Rice, Veg biryani, Veg Dum Biryani, Mutton Dum Biryani, Butter Roti, Butter Naan, Lacha Paratha, Gulab Jamun, Ice-cream, Shahi Tukda, Ice Tea"
103,103,Vegetarian,"Paneer Tikka, Veg Platter, Crispy Corn, Chilli Paneer, Kadaai Paneer, Dal Tadka, Mix Veg Curry, Jeera Rice, Plain Naan, Butter Naan"
104,104,Non-Vegeterian,"Chicken Tandoori, Chicken Sheesh Kabab, Chicken Tikka Dry, Chicken Fry, Murgh Tangdi Kabab, Murgh Lasooni Kabab, Mutton Fry, Mutton Seekh Kabab, Mutton Awadhi Kabab, Mutton 65, Chicken Manchurian, Chilli Chicken, Chicken 65, Butter Chicken, South Indian Chicken masala, Mutton Kofte, Chicken Dum Biryani, Chicken Fried Rice, Chicken Pulao, Mutton Dum Biryani, Mutton Biryani, Plain Roti, Ice-cream, Fruit cream, 7 up"
105,105,Non-Vegeterian,"Lacha Paratha, Kesariya Kheer, Carrot Halwa, Moong daal Halwa, Fresh Lime Soda"
106,106,Non-Vegeterian,"Veg Dumplings, Hara Bara Kabab, Mushroom Tikka, Baby Corn, Gobi Manchurian, Chicken Tandoori, Chicken Pakora, Pepper Garlic Chicken, Golden Prawns, Chilli Chicken, Paneer Butter Masala, Dal Tadka, Mix Veg Curry, Butter Chicken, Chicken Biryani, Chicken Dum Biryani, Plain Naan, Butter Naan, Gulab Jamun, Ice-cream, Carrot Halwa, Fresh Lime Soda, Lassi"
107,107,Non-Vegeterian,"Paneer  Tikka, Cheese Balls, Achari chicken wings, Paneer Butter Masala, Barbeque Chicken with Breast, Chicken Dum Biryani, Butter Naan, Chocolate Brownie, Coconut cooler "
108,108,Non-Vegeterian,"Prawns Fry, Pepper Mutton, Chicken 65, Kadaai Paneer, Dal Tadka, Butter Chicken, Chicken Pizza, Jeera Rice, Chicken Dum Biryani, Chicken Fried Rice, Mutton Biryani, Butter Naan, Chocolate Brownie, Fresh Lime Soda"
109,109,Non-Vegeterian,"Chicken Tandoori, Lemon Chicken, Prawns Fry, Prawns Manchurian, Butter Chicken, Chicken Korma, Chicken Pizza, Chicken Dum Biryani, Chicken Fried Rice, Prawns Biryani, Butter Roti, Butter Naan, Gulab Jamun, Ice-cream, Fruit cream, Chocolate Brownie, Chocolate Pastry, Carrot Halwa, Fresh Lime Soda, Chocolate Milkshake"
110,110,Non-Vegeterian,"Chicken Tandoori, Chicken Tikka Dry, Chicken Achari, Chicken Roast, Chicken Fry, Mutton Fry, Mutton Seekh Kabab, Mutton Pepper Fry, Mughlai Chicken Handi, Chicken Chettinad, Mutton Kofte, Hyderabadi Keema, Barbeque Chicken with Breast, Mutton 65 Pizza, Chicken Dum Biryani, Chicken Fried Rice, Mutton Dum Biryani, Mutton Biryani, Butter Roti, Butter Naan, Fresh Lime Soda"
111,111,Non-Vegeterian,"Chicken Tikka Dry, Fish tikka, Fish Fry, Golden Prawns, Chicken 65, Butter Chicken, Chicken Chettinad, Nihari Gosht, Jeera Rice, Mutton Dum Biryani, Plain Roti, Fresh Lime Soda"
112,112,Non-Vegeterian,"Crispy Corn, Baby Corn, Gobi Manchurian, Chicken Tandoori, Chicken Tikka Dry, Mutton 65, Mushroom Masala, Kadaai Paneer, Butter Chicken, Chicken Korma, Mutton Dum Biryani, Mutton Biryani, Butter Naan, Gulab Jamun, Ice-cream, Lassi"
113,113,Vegetarian,"Veg Cutlet, Hara Bara Kabab, Paneer Tikka, Veg Spring Rolls, Chilli Paneer, Paneer  Tikka, Paneer 65, Paneer Butter Masala, Veg Kofta, Dal Tadka, Jeera Rice, Veg Pulao, Mix-Veg Fried Rice, Plain Roti, Butter Naan, Gulab Jamun, Moong daal Halwa, Lassi, Virgin Mojito"
114,114,Non-Vegeterian,"Mushroom Tikka, Mushroom Malai Tikka, Gobi Manchurian, Chilli Mushroom, Chicken Tandoori, Chicken Sheesh Kabab, Chicken Tikka Dry, Chicken Achari, Chicken Malai, Chicken Pakora, Chicken Roast, Pepper Garlic Chicken, Lemon Chicken, Option 10, Chicken Fry, Chicken RR, Murgh Tangdi Kabab, Murgh Lasooni Kabab, Mutton Fry, Mutton RR, Mutton Seekh Kabab, Mutton Awadhi Kabab, Mutton Cutlet, Mutton Pepper Fry, Fish tikka, Fish Fry, Tandoori Fish, Prawns Fry, Golden Prawns, Butter Garlic Prawns, Pepper Prawns, Ginger Prawns, Apollo Fish, Chilli Fish, Fish Manchurian, Loose Prawns, Prawns Manchurian, Chilli Prawns, Mutton 65, Pepper Mutton, Chicken Manchurian, Chilli Chicken, Chicken Majestic, Mughlai Chicken Handi, Butter Chicken, South Indian Chicken masala, Chicken Chettinad, Chicken Korma, Malvani Chicken Curry, Mutton Kofte, Nihari Gosht, Hyderabadi Keema, Barbeque Chicken with Breast, Chicken Madagascar, Chicken Pizza, Mutton 65 Pizza, Chicken Pepperoni Piza, Chicken Kheema Balls Pizza, Chicken Dum Biryani, Chicken Fried Rice, Prawns Biryani, Chicken Pulao, Mutton Dum Biryani, Mutton Biryani, Fish Biryani, Mixed Non-Veg Fried Rice, Mix-Veg Fried Rice"
115,115,Vegetarian,"Paneer Tikka, Baby Corn, Kaju masala, Veg biryani, Kulcha, Gudbud Icecream , Fresh Lime Soda"
116,116,Non-Vegeterian,"Chilli Paneer, Tandoori Fish, Prawns Fry, Butter Garlic Prawns, Kadaai Paneer, Hyderabadi Keema, Veg biryani, Plain Naan, Butter Naan, Fruit cream, Malai Kulfi, Lassi, Ice Tea"
117,117,Vegetarian,Butter Roti
118,118,Non-Vegeterian,"Veg Manchurian, Chicken Tandoori, Mushroom Masala, Hyderabadi Keema, Veg Dum Biryani, Butter Roti, Fruit cream, Lassi"
119,119,Non-Vegeterian,"Baby Corn, Gobi Manchurian, Chicken Tandoori, Chicken Tikka Dry, Chicken Achari, Mushroom Masala, Paneer Butter Masala, Butter Chicken, Plain Rice, Jeera Rice, Veg biryani, Butter Naan, Chocolate Brownie, Vanilla Milkshake, Chocolate Milkshake"
120,120,Vegetarian,"Paneer Multani Tikka, Paneer 65, Paneer Butter Masala, Dal Tadka, Jeera Rice, Plain Roti, Gulab Jamun, Kesariya Kheer, Lassi"
121,121,Non-Vegeterian,"Veg Cutlet, Veg Pakora, Mushroom Tikka, Veg Manchurian, Crispy Corn, Gobi Manchurian, Chilli Mushroom, Chilli Paneer, Chicken Tandoori, Chicken Roast, Pepper Garlic Chicken, Lemon Chicken, Fish Fry, Apollo Fish, Chilli Chicken, Chicken 65, Mushroom Masala, Paneer Butter Masala, Kadaai Paneer, Paneer Tikka Masala, Veg Kofta, Plain Dosa, Dal Tadka, Mix Veg Curry, Farm Fresh Pizza, Corn Cheese Pizza, Butter Chicken, South Indian Chicken masala, Chicken Pizza, Mutton 65 Pizza, Jeera Rice, Veg biryani, Veg Dum Biryani, Lemon Rice, Chicken Dum Biryani, Chicken Fried Rice, Mix-Veg Fried Rice, Butter Roti, Butter Naan, Garlic Naan, Lacha Paratha, Gulab Jamun, Ice-cream, Fruit cream, Fresh Lime Soda, Ice Tea"
122,122,Non-Vegeterian,"Veg Pakora, Seekh Kabab, Chilli Potatoes, Gobi Manchurian, Chilli Mushroom, Chicken Tandoori, Chicken Sheesh Kabab, Chicken Pakora, Prawns Fry, Golden Prawns, Pepper Prawns, Chicken 65, Chicken Majestic, Chocolate Brownie, Malai Kulfi, Carrot Halwa"
123,123,Vegetarian,"Paneer Achari, Veg Platter, Paneer Butter Masala, Dal Tadka, Veg biryani, Plain Roti, Moong daal Halwa, Butter milk "
124,124,Non-Vegeterian,"Paneer Tikka, Mushroom Tikka, Veg Platter, Crispy Corn, Chicken Tandoori, Chicken Sheesh Kabab, Chicken Tikka Dry, Pepper Garlic Chicken, Fish Fry, Paneer Butter Masala, Paneer Tikka Masala, Dal Tadka, Avial with Kerala Red Rice, Bendekaayi Gojju (Ladys Finger Gravy), South Indian Chicken masala, Chicken Chettinad, Chicken Dum Biryani, Mixed Non-Veg Fried Rice, Plain Roti, Fruit cream, Chocolate Brownie, Moong daal Halwa, Fresh Lime Soda"
125,125,Non-Vegeterian,"Haryali Paneer Tikka, Chicken Tandoori, Aloo Gobi Masala, Mughlai Chicken Handi, Chicken Dum Biryani, Lacha Paratha, Ice-cream, Lassi"
126,126,Vegetarian,"Veg Cutlet, Veg Dumplings, Veg lollipop, Hara Bara Kabab, Paneer Tikka, Paneer Achari, Paneer Multani Tikka, Haryali Paneer Tikka, Paneer Amritsari Tikka, Veg Platter, Chilli Potatoes, Veg Spring Rolls, Veg Manchurian, Crispy Corn, Baby Corn, Gobi Manchurian, Chilli Mushroom, Chilli Paneer, Paneer  Tikka, Paneer 65, Paneer Butter Masala, Kadaai Paneer, Paneer Tikka Masala, Veg Kofta, Aloo Gobi Masala, Dal Tadka, Plain Rice, Jeera Rice, Plain Roti, Butter Roti, Plain Naan, Butter Naan, Lacha Paratha, Gulab Jamun, Ice-cream, Chocolate Brownie, Chocolate Pastry, Malai Kulfi, Carrot Halwa, Moong daal Halwa, Fresh Lime Soda, Lassi, Vanilla Milkshake, Chocolate Milkshake, Virgin Mojito"
127,127,Non-Vegeterian,"Paneer Amritsari Tikka, Chilli Potatoes, Chicken Sheesh Kabab, Chicken Malai, Pepper Garlic Chicken, Chicken Fry, Tandoori Fish, Chicken Drum Sticks, Veg Kofta, Mango Kuzhambu, Mughlai Chicken Handi, Hyderabadi Keema, Barbeque Chicken with Breast, Chicken Dum Biryani, Chicken Pulao, Butter Naan, Chocolate Pastry, Shahi Tukda, Moong daal Halwa, Lassi"
128,128,Non-Vegeterian,"Veg Cutlet, Veg Platter, Crispy Corn, Chicken Malai, Mutton Cutlet, Mutton Pepper Fry, Prawns Fry, Fish Manchurian, Chicken Manchurian, Paneer Butter Masala, Mix Veg Curry, Butter Chicken, Mutton Kofte, Jeera Rice, Chicken Fried Rice, Mixed Non-Veg Fried Rice, Butter Roti, Lacha Paratha, Chocolate Brownie, Malai Kulfi, Virgin Mojito"
129,129,Vegetarian,"Veg Cutlet, Veg Pakora, Hara Bara Kabab, Gobi Manchurian, Paneer  Tikka, Paneer Butter Masala, Aloo Gobi Masala, Corn Cheese Pizza, Veg Pulao, Veg biryani, Garlic Naan, Lacha Paratha, Ice-cream, Chocolate Brownie, Carrot Halwa, Lassi"
130,130,Non-Vegeterian,"Paneer Tikka, Chilli Mushroom, Paneer 65, Chicken Tandoori, Chilli Prawns, Chicken Manchurian, Paneer Butter Masala, Kadaai Paneer, Butter Chicken, Chicken Chettinad, Barbeque Chicken with Breast, Veg biryani, Chicken Dum Biryani, Butter Naan, Garlic Naan, Gulab Jamun, Ice-cream, Carrot Halwa, Fresh Lime Soda"
131,131,Non-Vegeterian,"Veg Cutlet, Seekh Kabab, Mushroom Tikka, Chilli Potatoes, Paneer  Tikka, Chicken Tandoori, Chicken Sheesh Kabab, Chicken Tikka Dry, Chicken Malai, Pepper Garlic Chicken, Lemon Chicken, Chicken Fry, Murgh Tangdi Kabab, Fish tikka, Fish Fry, Tandoori Fish, Prawns Fry, Chilli Chicken, Chicken 65, Paneer Butter Masala, Veg Kofta, Dal Tadka, Mix Veg Curry, Mughlai Chicken Handi, Chicken Chettinad, Chicken Korma, Chicken Pizza, Chicken Dum Biryani, Prawns Biryani, Butter Roti, Butter Naan, Fruit cream, Shahi Tukda, Vanilla Milkshake"
132,132,Non-Vegeterian,"Gobi Manchurian, Butter Chicken, Chicken Dum Biryani, Garlic Naan, Chocolate Pastry, Shahi Tukda, Pepsi"
133,133,Non-Vegeterian,"Veg Cutlet, Chicken Manchurian"
134,134,Vegetarian,"Veg lollipop, Hara Bara Kabab, Paneer Amritsari Tikka, Mushroom Malai Tikka, Mushroom Masala, Paneer Butter Masala, Veg Pulao, Veg Dum Biryani"
135,135,Non-Vegeterian,"Seekh Kabab, Paneer Tikka, Crispy Corn, Baby Corn, Paneer  Tikka, Chicken Tandoori, Chicken Roast, Lemon Chicken, Fish tikka, Fish Fry, Tandoori Fish, Prawns Fry, Chilli Chicken, Kadaai Paneer, Paneer Tikka Masala, Farm Fresh Pizza, Corn Cheese Pizza, Margarita Pizza, Mughlai Chicken Handi, Butter Chicken, Chicken Korma, Barbeque Chicken with Breast, Jeera Rice, Chicken Dum Biryani, Butter Roti, Butter Naan, Garlic Naan, Tandoori roti, Ice-cream, Fresh Lime Soda, Virgin Mojito, Coke"
136,136,Non-Vegeterian,"Veg Spring Rolls, Crispy Corn, Gobi Manchurian, Paneer  Tikka, Chicken Tandoori, Pepper Garlic Chicken, Lemon Chicken, Mutton Fry, Apollo Fish, Paneer Butter Masala, Dal Tadka, Butter Chicken, Chicken Chettinad, Hyderabadi Keema, Jeera Rice, Chicken Dum Biryani, Mutton Dum Biryani, Plain Roti, Butter Roti, Butter Naan, Garlic Naan, Gulab Jamun, Ice-cream, Fruit cream, Lassi"
137,137,Non-Vegeterian,"Hara Bara Kabab, Paneer Tikka, Paneer Achari, Mushroom Masala, Paneer Butter Masala, Kadaai Paneer, Paneer Tikka Masala, Dal Tadka, Avial with Kerala Red Rice, Veg biryani, Chicken Dum Biryani, Gulab Jamun, Kesariya Kheer, Chocolate Brownie, Carrot Halwa, Chocolate Milkshake"
138,138,Non-Vegeterian,"Paneer Tikka, Chilli Potatoes, Crispy Corn, Baby Corn, Chicken Sheesh Kabab, Chicken Fry, Murgh Lasooni Kabab, Chicken Majestic, Chicken Korma, Barbeque Chicken with Breast, Jeera Rice, Garlic Naan, Ice-cream, Malai Kulfi, Virgin Mojito"
139,139,Non-Vegeterian,"Chicken Pakora, Mushroom Masala, Butter Chicken, Chicken Pepperoni Piza, Jeera Rice, Butter Naan, Gulab Jamun, Ice-cream, Chocolate Pastry, Carrot Halwa, Lassi, Chocolate Milkshake"
140,140,Vegetarian,"Veg Platter, Paneer Butter Masala, Veg Pulao, Garlic Naan, Ice-cream, Virgin Mojito"
141,141,Non-Vegeterian,"Hara Bara Kabab, Crispy Corn, Gobi Manchurian, Chicken Tandoori, Chicken Sheesh Kabab, Chicken Tikka Dry, Pepper Garlic Chicken, Lemon Chicken, Chicken Fry, Fish Fry, Chicken 65, Chicken Majestic, Paneer Butter Masala, Kadaai Paneer, Mughlai Chicken Handi, Chicken Chettinad, Malvani Chicken Curry, Nihari Gosht, Chicken Dum Biryani, Chicken Fried Rice, Garlic Naan, Malai Kulfi, Carrot Halwa, Virgin Mojito"
142,142,Vegetarian,"Butter Roti, Butter Naan"
143,143,Non-Vegeterian,"Veg Cutlet, Paneer Tikka, Paneer Achari, Chilli Potatoes, Veg Spring Rolls, Crispy Corn, Baby Corn, Gobi Manchurian, Chilli Paneer, Paneer  Tikka, Paneer 65, Chicken Tandoori, Chicken Achari, Chicken Malai, Chicken Roast, Pepper Garlic Chicken, Lemon Chicken, Tandoori Fish, Butter Garlic Prawns, Chicken Manchurian, Chilli Chicken, Chicken 65, Paneer Butter Masala, Kadaai Paneer, Paneer Tikka Masala, Veg Kofta, Aloo Gobi Masala, Farm Fresh Pizza, Butter Chicken, South Indian Chicken masala, Chicken Korma, Barbeque Chicken with Breast, Chicken Pizza, Veg biryani, Chicken Dum Biryani, Chicken Fried Rice, Butter Roti, Garlic Naan, Lacha Paratha, Gulab Jamun, Ice-cream, Chocolate Brownie, Chocolate Pastry, Malai Kulfi, Lassi, Chocolate Milkshake"
144,144,Non-Vegeterian,"Veg thali, Chicken Tandoori, Chicken Tikka Dry, Fish Fry, Pepper Mutton, Chicken Manchurian, Aloo Gobi Masala, Dal Tadka, Mix Veg Curry, Butter Chicken, Barbeque Chicken with Breast, Jeera Rice, Veg biryani, Butter Naan, Lacha Paratha, Gulab Jamun, Ice-cream, Carrot Halwa, Moong daal Halwa, Ice Tea"
145,145,Vegetarian,"Veg Cutlet, Veg Pakora, Hara Bara Kabab, Paneer Tikka, Baby Corn, Gobi Manchurian, Paneer Butter Masala, Kadaai Paneer, Veg Kofta, Dal Tadka, Bendekaayi Gojju (Ladys Finger Gravy), Plain Rice, Jeera Rice, Matar Pulao, Veg Pulao, Veg biryani, Veg Dum Biryani, Plain Roti, Butter Roti, Butter Naan, Gulab Jamun, Ice-cream, Kesariya Kheer, Carrot Halwa, Lassi"
146,146,Non-Vegeterian,Ice Tea
147,147,Non-Vegeterian,"Veg Cutlet, Veg Dumplings, Veg Pakora, Veg lollipop, Hara Bara Kabab, Seekh Kabab, Bharwa Aloo, Paneer Tikka, Paneer Achari, Paneer Multani Tikka, Haryali Paneer Tikka, Paneer Amritsari Tikka, Mushroom Tikka, Mushroom Malai Tikka, Veg Platter, Chilli Potatoes, Veg Spring Rolls, Veg Manchurian, Crispy Corn, Baby Corn, Gobi Manchurian, Chilli Mushroom, Chilli Paneer, Paneer  Tikka, Paneer 65, Chicken Tandoori, Chicken Sheesh Kabab, Chicken Tikka Dry, Chicken Achari, Chicken Malai, Chicken Pakora, Chicken Roast, Pepper Garlic Chicken, Lemon Chicken, Chicken Fry, Chicken RR, Prawns Fry, Chilli Chicken, Chicken 65, Mushroom Masala, Paneer Butter Masala, Kadaai Paneer, Paneer Tikka Masala, Aloo Gobi Masala, Mughlai Chicken Handi, Butter Chicken, South Indian Chicken masala, Chicken Chettinad, Chicken Korma, Plain Rice, Jeera Rice, Matar Pulao, Paneer Pulao, Veg Pulao, Veg biryani, Plain Roti, Butter Roti, Plain Naan, Butter Naan, Garlic Naan, Lacha Paratha, Gulab Jamun, Ice-cream, Kesariya Kheer, Fruit cream, Chocolate Brownie, Chocolate Pastry, Malai Kulfi, Shahi Tukda, Carrot Halwa, Moong daal Halwa, Fresh Lime Soda, Lassi, Chocolate Milkshake"
148,148,Non-Vegeterian,"Pepper Garlic Chicken, Chicken Fry, Chicken Majestic, Chicken Pepperoni Piza, Chicken Dum Biryani, Mutton Dum Biryani, Lacha Paratha, Carrot Halwa, Ice Tea"
149,149,Non-Vegeterian,"Mushroom Malai Tikka, Crispy Corn, Chilli Mushroom, Chicken Tandoori, Chicken Sheesh Kabab, Chicken Roast, Lemon Chicken, Option 10, Fish tikka, Fish Fry, Tandoori Fish, Chicken Drum Sticks, Avial with Kerala Red Rice, Mango Kuzhambu, Mix Veg Curry, Farm Fresh Pizza, Margarita Pizza, Butter Chicken, Chicken Korma, Barbeque Chicken with Breast, Chicken Madagascar, Mutton 65 Pizza, Chicken Kheema Balls Pizza, Chicken Dum Biryani, Chicken Fried Rice, Prawns Biryani, Fish Biryani, Butter Naan, Garlic Naan, Gulab Jamun, Ice-cream, Lassi, Coke"
150,150,Vegetarian,"Veg Cutlet, Veg lollipop, Hara Bara Kabab, Paneer Butter Masala, Kadaai Paneer, Paneer Tikka Masala, Veg Kofta, Paneer Pulao, Veg Pulao, Veg biryani, Butter Roti, Butter Naan, Gulab Jamun, Ice-cream, Carrot Halwa, Vanilla Milkshake, Chocolate Milkshake"
151,151,Vegetarian,"Paneer Tikka Masala, Jeera Rice, Butter Naan, Chocolate Milkshake"
152,152,Vegetarian,"Veg Cutlet, Veg Dumplings, Veg Pakora, Veg lollipop, Hara Bara Kabab, Seekh Kabab, Bharwa Aloo, Paneer Tikka, Paneer Achari, Paneer Multani Tikka, Haryali Paneer Tikka, Paneer Amritsari Tikka, Mushroom Tikka, Mushroom Malai Tikka, Veg Platter, Chilli Potatoes, Veg Spring Rolls, Veg Manchurian, Crispy Corn, Baby Corn, Gobi Manchurian, Chilli Mushroom, Chilli Paneer, Paneer  Tikka, Paneer 65, Mushroom Masala, Paneer Butter Masala, Kadaai Paneer, Paneer Tikka Masala, Veg Kofta, Aloo Gobi Masala, Plain Dosa, Dal Tadka, Arachu Vitta Sambar, Avial with Kerala Red Rice, Bendekaayi Gojju (Ladys Finger Gravy), Mango Kuzhambu, Mix Veg Curry, Farm Fresh Pizza, Corn Cheese Pizza, Margarita Pizza, Plain Rice, Jeera Rice, Matar Pulao, Paneer Pulao, Veg Pulao, Veg biryani, Veg Dum Biryani, Plain Roti, Butter Roti, Plain Naan, Butter Naan, Garlic Naan, Lacha Paratha, Gulab Jamun, Ice-cream, Kesariya Kheer, Fruit cream, Chocolate Brownie, Chocolate Pastry, Malai Kulfi, Shahi Tukda, Carrot Halwa, Moong daal Halwa, Fresh Lime Soda, Lassi, Vanilla Milkshake, Chocolate Milkshake, Ice Tea, Virgin Mojito"
153,153,Non-Vegeterian,"Veg Cutlet, Veg Dumplings, Crispy Corn, Baby Corn, Chilli Mushroom, Chicken Sheesh Kabab, Chicken Achari, Chicken Roast, Lemon Chicken, Mutton Fry, Mutton RR, Mutton Seekh Kabab, Mutton Awadhi Kabab, Mutton Cutlet, Mutton Pepper Fry, Mushroom Masala, Paneer Butter Masala, Kadaai Paneer, Paneer Tikka Masala, Veg Kofta, Dal Tadka, Arachu Vitta Sambar, Bendekaayi Gojju (Ladys Finger Gravy), Butter Chicken, Chicken Korma, Malvani Chicken Curry, Mutton Kofte, Nihari Gosht, Jeera Rice, Paneer Pulao, Veg biryani, Lemon Rice, Prawns Biryani, Mutton Dum Biryani, Mutton Biryani"
154,154,Non-Vegeterian,"Veg Cutlet, Veg Pakora, Paneer Tikka, Chilli Potatoes, Chicken Tandoori, Chicken Sheesh Kabab, Chicken Tikka Dry, Chicken Malai, Pepper Garlic Chicken, Chicken Fry, Mutton Fry, Kadaai Paneer, Aloo Gobi Masala, Plain Dosa, Farm Fresh Pizza, Mughlai Chicken Handi, Butter Chicken, Chicken Korma, Chicken Pizza, Mutton 65 Pizza, Plain Rice, Jeera Rice, Veg Pulao, Prawns Biryani, Chicken Pulao, Mutton Biryani, Plain Roti, Butter Roti, Plain Naan, Ice-cream, CREME BRULEE, Virgin Mojito"
155,155,Non-Vegeterian,"Chicken Fry, Fish Fry, Chicken Chettinad, Chicken Dum Biryani, Garlic Naan, Gulab Jamun, Ice-cream, Fresh Lime Soda"
156,156,Non-Vegeterian,"Chilli Mushroom, Chicken Tandoori, Chicken Sheesh Kabab, Chicken Tikka Dry, Chicken Achari, Chicken Malai, Chicken Pakora, Chicken Roast, Pepper Garlic Chicken, Lemon Chicken, Chicken Fry, Chicken RR, Mutton 65, Pepper Mutton, Chicken Manchurian, Plain Roti, Gulab Jamun, Ice-cream, Fresh Lime Soda"
157,157,Non-Vegeterian,"Hara Bara Kabab, Seekh Kabab, Paneer Tikka, Chilli Potatoes, Paneer  Tikka, Chicken Sheesh Kabab, Lemon Chicken, Murgh Lasooni Kabab, Mutton Pepper Fry, Prawns Fry, Pepper Mutton, Chicken 65, Paneer Butter Masala, Paneer Tikka Masala, Corn Cheese Pizza, Margarita Pizza, Chicken Korma, Barbeque Chicken with Breast, Jeera Rice, Chicken Fried Rice, Mix-Veg Fried Rice, Butter Roti, Butter Naan, Chocolate Brownie, Carrot Halwa, Fresh Lime Soda, Virgin Mojito"
158,158,Non-Vegeterian,"Veg Dumplings, Veg Pakora, Veg lollipop, Seekh Kabab, Paneer Tikka, Haryali Paneer Tikka, Paneer Amritsari Tikka, Veg Platter, Chilli Potatoes, Veg Spring Rolls, Crispy Corn, Gobi Manchurian, Paneer  Tikka, Paneer 65, Chicken Tandoori, Chicken Sheesh Kabab, Chicken Tikka Dry, Chicken Roast, Pepper Garlic Chicken, Lemon Chicken, Chicken Fry, Murgh Tangdi Kabab, Murgh Lasooni Kabab, Mutton Fry, Mutton RR, Mutton Seekh Kabab, Mutton Awadhi Kabab, Mutton Cutlet, Mutton Pepper Fry, Fish tikka, Fish Fry, Tandoori Fish, Prawns Fry, Golden Prawns, Butter Garlic Prawns, Pepper Prawns, Ginger Prawns, Apollo Fish, Chilli Fish, Fish Manchurian, Loose Prawns, Prawns Manchurian, Chilli Prawns, Mutton 65, Pepper Mutton, Chicken Manchurian, Chilli Chicken, Chicken 65, Chicken Drum Sticks, Chicken Majestic, Mushroom Masala, Paneer Butter Masala, Arachu Vitta Sambar, Bendekaayi Gojju (Ladys Finger Gravy), Mix Veg Curry, Corn Cheese Pizza, Margarita Pizza, Mughlai Chicken Handi, Butter Chicken, Chicken Chettinad, Chicken Korma, Malvani Chicken Curry, Mutton Kofte, Nihari Gosht, Hyderabadi Keema, Barbeque Chicken with Breast, Chicken Madagascar, Chicken Pizza, Mutton 65 Pizza, Chicken Pepperoni Piza, Chicken Kheema Balls Pizza, Paneer Pulao, Veg Pulao, Veg Dum Biryani, Chicken Dum Biryani, Chicken Fried Rice, Chicken Pulao, Mutton Dum Biryani, Mutton Biryani, Mix-Veg Fried Rice, Butter Roti, Butter Naan, Gulab Jamun, Ice-cream, Kesariya Kheer, Fruit cream, Chocolate Brownie, Chocolate Pastry, Malai Kulfi, Shahi Tukda, Carrot Halwa, Moong daal Halwa, Custard , Fresh Lime Soda, Vanilla Milkshake, Virgin Mojito"
159,159,Non-Vegeterian,"Paneer Tikka, Veg Spring Rolls, Gobi Manchurian, Chilli Mushroom, Chilli Paneer, Pepper Garlic Chicken, Fish tikka, Fish Fry, Chicken 65, Mushroom Masala, Kadaai Paneer, Butter Chicken, Mutton Kofte, Veg Pulao, Mutton Biryani, Butter Naan, Lacha Paratha, Ice-cream, Fresh fruit juice"
160,160,Non-Vegeterian,"Miya Bhai nahi khate , Chicken Tandoori, Chicken Sheesh Kabab, Chicken Tikka Dry, Chicken Achari, Chicken Malai, Chicken Pakora, Chicken Roast, Pepper Garlic Chicken, Lemon Chicken, Option 10, Chicken Fry, Chicken RR, Murgh Tangdi Kabab, Murgh Lasooni Kabab, Mutton Fry, Mutton RR, Mutton Seekh Kabab, Mutton Awadhi Kabab, Mutton Cutlet, Mutton Pepper Fry, Fish tikka, Fish Fry, Tandoori Fish, Prawns Fry, Golden Prawns, Butter Garlic Prawns, Pepper Prawns, Ginger Prawns, Apollo Fish, Chilli Fish, Fish Manchurian, Loose Prawns, Prawns Manchurian, Chilli Prawns, Mutton 65, Pepper Mutton, Chicken Manchurian, Chilli Chicken, Chicken 65, Chicken Drum Sticks, Chicken Majestic, Mughlai Chicken Handi, Butter Chicken, South Indian Chicken masala, Chicken Chettinad, Chicken Korma, Malvani Chicken Curry, Mutton Kofte, Nihari Gosht, Hyderabadi Keema, Barbeque Chicken with Breast, Chicken Madagascar, Chicken Pizza, Mutton 65 Pizza, Chicken Pepperoni Piza, Chicken Kheema Balls Pizza, Plain Rice, Plain Roti, Butter Roti, Plain Naan, Butter Naan, Garlic Naan, Lacha Paratha, Gulab Jamun, Fresh Lime Soda"
161,161,Vegetarian,"Mushroom Malai Tikka, Aloo Gobi Masala, Jeera Rice, Butter Roti, Butter Naan, Gulab Jamun, Lassi"
